Type,Price,Bedrooms,Bathrooms,Area,Furnished,Compound,Payment_Option,Delivery_Date,Delivery_Term,City,Description,Security,Balcony,Private_Garden,Pets_Allowed,Covered_Parking,Maids_Room,Electricity_Meter,Natural_Gas,Landline,Pool,Central_heating,Built_in_Kitchen_Appliances,Elevator
Stand Alone Villa,11600000.0,5,5,471,No,Al Maqsad,Installment,Ready to move,Finished,New Capital City,استلم الان فيلا 471م متشطبه فى المقصد العاصمه تقسيط,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,800000.0,3,2,194,Unknown,Unknown,Cash or Installment,Unknown,Unknown,New Cairo - El Tagamoa,villa لقطة + جاردن خاصة + روف للبيع بالتقسيط امام مطار القاهرة,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable
Town House,480000.0,4,4,165,No,Taj City,Cash or Installment,Unknown,Unknown,Heliopolis,فيلا بسعر لقطة قدام Jw Marriotte القاهرة الجديدة,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable
Twin House,1200000.0,4,4,270,Unknown,Azzar,Cash or Installment,Unknown,Unknown,New Cairo - El Tagamoa,للبيع بالتقسيط توين هاوس بكمبوندazzarفي التجمع الخامس بالجولدن اسكوير,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable
Stand Alone Villa,3000000.0,5,4,313,Unknown,Unknown,Cash or Installment,Unknown,Unknown,6th of October,"للبيع فيلا جاهزه للاستلام ف ماونتن فيو Chillout اكتوبر بمقدم 3,000,000",Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable
Stand Alone Villa,6000000.0,5,5,500,No,Unknown,Cash or Installment,Unknown,Semi Finished,Zohour District,فيلا استند للبيع,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable
Town House,6000000.0,3,3,240,No,Madinaty,Cash,Ready to move,Not Finished,Madinaty,مدينتى فيلا للبيع نموذج i فيو وايد جاردن,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,750000.0,5,4,264,Unknown,Unknown,Unknown,Unknown,Unknown,Sheikh Zayed,فيلا للبيع استلام فوري للبيع بكمبوند رابط بين الشيخ زايد و اكتوبر,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable
Stand Alone Villa,20000000.0,6,6,"1,200",No,Madinaty,Cash,Ready to move,Not Finished,Madinaty,قصر للبيع في مدينتي وايد جاردن ارض ضخمه موقع مميز جدا نموذج B,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,6000000.0,3,3,282,No,Grand Residence,Cash,Ready to move,Finished,New Cairo - El Tagamoa,فيلا تاون هاوس متشطبة بالكامل للبيع بكمبوند جراند ريزيدنس compound,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,16000000.0,4,4,475,Yes,Hyde Park New Cairo,Cash,Ready to move,Finished,New Cairo - El Tagamoa,فيلا مفروشه للبيع بكمبوند هايد بارك 475 متر,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,6000000.0,4,3,220,Unknown,Village West,Installment,Unknown,Unknown,Sheikh Zayed,تاون هاوس للبيع في الشيخ زايد 5% مقدم على 8 سنين .,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable
Stand Alone Villa,9600000.0,4,4,230,No,Mountain View Hyde Park,Cash or Installment,2023,Finished,6th of October,فيلا للبيع ب ماونتن فيو4 واستلام 2023بمقدم700الف والباقي تقسيط,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,22500000.0,4,3,495,Unknown,Uptown Cairo,Unknown,Unknown,Finished,New Cairo - El Tagamoa,Alba Aliah Uptown Cairo - فيلا في البا اب تاون كايرو متشطبة بالكامل,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Avilable,Not Avilable
Stand Alone Villa,12000000.0,5,5,"1,000",No,Zayed 2000,Cash,Ready to move,Finished,Sheikh Zayed,للبيع فيلا 1000م بحمام سباحةامام اركان مول و الجزيرة بلازا باجمل موقع,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable
Stand Alone Villa,12500000.0,10+,10+,605,No,Unknown,Cash,Ready to move,Finished,New Cairo - El Tagamoa,فيلا للبيع فيو جاردن لظروف خاصة بسعر محروق,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable
Town House,7200000.0,3,3,240,No,Unknown,Cash,Ready to move,Finished,Rehab City,Villa Model ( A2 ) For Sale In Rehab City,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Not Avilable
Stand Alone Villa,7554500.0,3,5,264,Unknown,Badya Palm Hills,Cash or Installment,Unknown,Unknown,6th of October,قسط 10 سنين واستلم فورا فيلا مستقلة 263م فى بادية بالم هيلز,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable
Stand Alone Villa,6000000.0,5,4,550,No,Unknown,Unknown,Unknown,Semi Finished,New Cairo - El Tagamoa,ايجلزالتجمع جولدن سكوير l فيلا مستقله l   Eagles Golden square,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable
Town House,550000.0,3,2,175,Unknown,Unknown,Unknown,Unknown,Unknown,New Cairo - El Tagamoa,خصم 39% على فيلا فى القاهرة الجديدة بكمبوند sarai,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,9000000.0,5,6,"1,200",Yes,Unknown,Cash,Ready to move,Finished,Sheikh Zayed,فيلا للبيع  كمبوند جولف السليمانيه  مساحه 1200مترتشطيب الترا سوبر لوكس,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Avilable,Not Avilable
Twin House,16500000.0,5,5,265,Unknown,Azzar,Unknown,Unknown,Unknown,New Cairo - El Tagamoa,توين هاوس للبيع فى ازار 2 بالتقسيط فى جولدن سكوير,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,5250000.0,4,4,390,No,Unknown,Cash,Ready to move,Finished,Sheikh Zayed,Z6 فيلا توين هاوس للبيع كمبوند حدائق المهندسين الشيخ زايد بحمام سباحة,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,9100000.0,4,4,280,No,Hyde Park New Cairo,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa,ڤيلا مستقلة كلاسيك للبيع في هايد بارك تطل علي مساحات خضراء,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,10500000.0,4,4,550,No,Unknown,Cash,Ready to move,Finished,Rehab City,فرصة للبيع بمدينة الرحاب فيلا نموذج D1 بمساحة ارض 580متر بموقع متميز,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,10000000.0,9,6,300,No,Unknown,Cash,Unknown,Finished,Mokattam,فيلا بالتجاريين المقطم,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,7586551.0,4,4,424,Unknown,Mivida,Cash or Installment,Ready to move,Finished,New Cairo - El Tagamoa,فيلا مستقله استلام فوري بالتقسيط - فى ميفيدا فيوز 2، القاهرة الجديدة,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Avilable,Not Avilable
Stand Alone Villa,7000000.0,10+,10+,600,No,Unknown,Cash or Installment,Ready to move,Semi Finished,6th of October,لهوة التميز والسكن الراقي ( غرب سوميد ),Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable
Twin House,5875000.0,3,3,317,No,Madinaty,Installment,Ready to move,Not Finished,Madinaty,أميز فيلا توين هاوس للبيع في مدينتي بجوار الفورسيزون نموذج E3,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,5950000.0,3,3,215,No,La Vista City,Cash or Installment,Ready to move,Semi Finished,Shorouk City,Town Villa استلام فورى 225م بكمبوند Patio 5East,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable
Stand Alone Villa,6000000.0,5,6,600,Unknown,Mivida,Installment,Ready to move,Finished,New Cairo - El Tagamoa,"فيلا ٦٥٠م كمبوندالقرنفل هايتس بجوارالرحاب وأمام المراسم 6,000,000",Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,6100000.0,5,3,253,No,Stone Park,Cash or Installment,soon,Unknown,New Cairo - El Tagamoa,ستون بارك امتلك وحدتك بالتقسيط ع9سنين واستمتع بفيو مميز جداااااااا,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,4200000.0,4,4,455,No,Madinaty,Cash,Ready to move,Not Finished,Madinaty,فيلا للبيع في مدينتي نموذج c3 سيبريت بفيلات الفورسيزون,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,9000000.0,6,5,"2,200",Yes,Unknown,Cash,Ready to move,Finished,6th of October,فيلا للبيع 2200 م كمبوند أفق 2 الكيلو 49 طريق اسكندريه الصحراوي,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,5093887.0,4,4,230,Unknown,Lake West,Cash or Installment,Unknown,Semi Finished,Sheikh Zayed,تاون هاوس بجاردن كبير نصف تشطيب بدون مقدم بجوار بيڤرلي هيلز سنة أستلم,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable
Twin House,4750000.0,4,3,256,No,Beverly Hills,Cash or Installment,Unknown,Semi Finished,Sheikh Zayed,توين هاوس امام Beverly hills بمقدم 5% موقع حيوي بالقسط علي 7 سنوات,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable
Stand Alone Villa,12300000.0,4,5,450,No,Hyde Park New Cairo,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa,فيلا 326م استلام فوري بحري 100% علي البارك 140 فدان في هايدبارك,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,4600000.0,3,3,232,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty,فيلا للبيع I مودرن بسعر تجاري في مدينتي,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,2600000.0,4,4,370,Yes,2020 Compound,Cash or Installment,Ready to move,Finished,Borg al-Arab,فيلا لقطة للبيع مسجله نهائي,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable
Stand Alone Villa,9500000.0,5,5,400,No,May Fair,Cash,Ready to move,Finished,Shorouk City,فيلا للبيع في كمبوند ماي فير الشروق بمساحة ارض 950م متشطبه بالكامل,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable
Town House,5200000.0,4,4,302,Unknown,Isola,Cash or Installment,Unknown,Unknown,New Cairo - El Tagamoa,تاون فيلا للبيع في كمبوند isola الشيراتون بالتقسيط ع 8سنين,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,3000000.0,5,4,610,No,Unknown,Installment,Ready to move,Semi Finished,Borg al-Arab,فيلا للبيع 610 متر برج العرب كومباوند Lake View  مرخصة,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,19500000.0,6,7,"1,070",No,Bellagio,Cash,Ready to move,Finished,New Cairo - El Tagamoa,فيلا ستاند الون للبيع بكمبوند بيلاجيو تشطيب كامل بسعر مميز Bellagio,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,930000.0,3,2,230,No,La Vista City,Cash or Installment,Unknown,Semi Finished,New Capital City,# تاون هاوس للبيع بكمبوند لافيستا سيتي بالتقسيط علي 8 سنوات,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable
Stand Alone Villa,600000.0,4,3,260,No,Unknown,Cash or Installment,soon,Semi Finished,Madinaty,فيلا للبيع((260 م ))بجوار مدينتي كمبوندSarai,Avilable,Not Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Avilable
Stand Alone Villa,7100000.0,5,4,460,No,Etoile de Ville,Cash,Ready to move,Unknown,New Cairo - El Tagamoa,فيلا مستقلة للبيع ايتوال دو فيل Stand alone villa Etoile D' Ville,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,13600000.0,6,6,884,No,El Karma 4,Unknown,Ready to move,Semi Finished,Sheikh Zayed,فيلا مستقله ب مساحه 884 متر ف  كمبوند فالشيخ زايد ارضي و اول و روف #11,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable
Stand Alone Villa,1650000.0,5,5,444,Unknown,Unknown,Unknown,Ready to move,Unknown,Shorouk City,فيلا استلام فوري بـ El Patio Prime بالقرب م مدخل الشروق 1 تسهلات ع 6 س,Avilable,Avilable,Not Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,2280000.0,6,4,431,No,Azzar,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa,ڤيلا بالتقسيط للبيع في التجمع الخامس بالتقسيط ع9سنين بأقل مقدم,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable
Twin House,15000000.0,5,5,400,No,Hyde Park New Cairo,Cash,Ready to move,Finished,New Cairo - El Tagamoa,توين مميز 400م للبيع علي احلي فيو بكمبوند هايد بارك التجمع الخامس,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Not Avilable
Town House,1400000.0,4,4,205,No,Trio Gardens,Installment,2023,Finished,New Cairo - El Tagamoa,Resale Trio Gardens iVilla (Annex Middle) Fully Finished + Pool + AC,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable
Stand Alone Villa,3400000.0,3,2,210,No,Unknown,Cash or Installment,Unknown,Semi Finished,Sheikh Zayed,اي فيلا Garden للبيع بسعر خيالي 210م في ماونتن فيو اي سيتي اكتوبر,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Avilable
Twin House,12300000.0,4,4,310,No,Villette,Cash,Ready to move,Core & Shell,New Cairo - El Tagamoa,للبيع توين هاوس بكمبوند فيليت 310 متر بموقع مميز جدا لسرعه البيع,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
